,addr,rooms,ruler,floor,price,descr,lat,lon,num_rooms,num_floor,num_price,stem_text,lemm_text,text,dominant_topic,topic_percentage_contrib,keywords
856,Arami,four room,one hundred and thirty square metres, floor tenth/fourteenth   new construction ,Sale-400000$," Comfortable large three-bedroom fully furnished apartment is for rent on the th of  floors in total in a new building, close to medical center after Margaryan. All the utilities and gas central heating are available. Current price includes the whole furniture and all home appliаnces. Park, Republic Square and metro staion are nearby. ",40.18048421,44.51240735,4 room,"  10/14 , new construction ","Sale-400,000$",comfort larg fulli furnish apart rent th floor total new build close medic center margaryan all util gas central heat avail current price includ whole furnitur home appliаnc park republ squar metro staion nearbi,Comfortable large fully furnished apartment rent th floor total new building close medical center Margaryan All utility gas central heating available Current price includes whole furniture home appliаnces Park Republic Square metro staion nearby,Arami four room one hundred and thirty square metres  floor tenth/fourteenth   new construction  Sale-400000$ Comfortable large fully furnished apartment rent th floor total new building close medical center Margaryan All utility gas central heating available Current price includes whole furniture home appliаnces Park Republic Square metro staion nearby ,2.0,0.9969000220298767,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
857,Amiryan 4 2,two room,sixty square metres, floor fourth/twelfth ,Sale-onrequest," For sale or for long-term or daily rent is a -room modern apartment with an area of  sqm on the th floor of a -story new monolithic building on Amiryan Street, in the best part of the city. The apartment is completely renovated, air conditioners are installed, the floor is covered with high-quality laminate. The bathroom is finished with tiles, equipped with plumbing. The rooms are furnished with modern furniture and appliances. The house has an elevator and a security system. Near the house is Republic Square, all the necessary shops, a school, a kindergarten and various entertainment venues. ",40.17951946,44.5106389,2 room,  4/12 ,Sale-onrequest,for sale daili rent modern apart area sqm th floor new monolith build amiryan street best part citi the apart complet renov air condition instal floor cover lamin the bathroom finish tile equip plumb the room furnish modern furnitur applianc the hous elev secur system near hous republ squar necessari shop school kindergarten various entertain venu,For sale daily rent modern apartment area sqm th floor new monolithic building Amiryan Street best part city The apartment completely renovated air conditioner installed floor covered laminate The bathroom finished tile equipped plumbing The room furnished modern furniture appliance The house elevator security system Near house Republic Square necessary shop school kindergarten various entertainment venue,Amiryan 4 2 two room sixty square metres  floor fourth/twelfth  Sale-onrequest For sale daily rent modern apartment area sqm th floor new monolithic building Amiryan Street best part city The apartment completely renovated air conditioner installed floor covered laminate The bathroom finished tile equipped plumbing The room furnished modern furniture appliance The house elevator security system Near house Republic Square necessary shop school kindergarten various entertainment venue ,0.0,0.9980000257492065,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
858,P Sevak 1 2,three room,one hundred and ten square metres, floor third/fourth ,Rent-500$/month," For long-term rent is a -bedroom, -bathroom cozy, spacious apartment with an area of  sqm on the rd floor of a -story stone building on Paruyr Sevak Street. The apartment is completely renovated, a local heating system is installed, the floor is covered with patterned hardwood. Both bathrooms are lined with European tiles and equipped with plumbing fixtures. The apartment is furnished and equipped with the necessary accessories. There is a spacious outdoor balcony with a fireplace. The apartment is located in a very busy area, there are many shops, banks, a school and a kindergarten. ",40.21157035,44.53392773,3 room,  3/4 ,Rent-500$/month,for rent cozi spacious apart area sqm rd floor stone build paruyr sevak street the apart complet renov local heat system instal floor cover pattern hardwood both bathroom line european tile equip plumb fixtur the apart furnish equip necessari accessori there spacious outdoor balconi fireplac the apart locat busi area mani shop bank school kindergarten,For rent cozy spacious apartment area sqm rd floor stone building Paruyr Sevak Street The apartment completely renovated local heating system installed floor covered patterned hardwood Both bathroom lined European tile equipped plumbing fixture The apartment furnished equipped necessary accessory There spacious outdoor balcony fireplace The apartment located busy area many shop bank school kindergarten,P Sevak 1 2 three room one hundred and ten square metres  floor third/fourth  Rent-500$/month For rent cozy spacious apartment area sqm rd floor stone building Paruyr Sevak Street The apartment completely renovated local heating system installed floor covered patterned hardwood Both bathroom lined European tile equipped plumbing fixture The apartment furnished equipped necessary accessory There spacious outdoor balcony fireplace The apartment located busy area many shop bank school kindergarten ,0.0,0.9980000257492065,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
859,Tumanyan St ,four room,eighty square metres, floor ninth/tenth ,Rent-1100$/month," For long-term or daily rent is a -bedroom, -bathroom apartment on the th floor of a -story panel building at the intersection of Mashtots Avenue and Tumanyan Street. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with parquet, the bathroom and kitchen are lined with European tiles and equipped with high-quality plumbing. The rooms are beautifully furnished and equipped with household appliances and accessories. There is an open balcony. The building has an elevator and an intercom. Nearby there is a “SAS"" supermarket, banks, schools, shops, cafes and entertainment venues. ",40.1861301,44.51206679,4 room,  9/10 ,"Rent-1,100$/month",for daili rent apart th floor panel build intersect mashtot avenu tumanyan street the apart complet renov local heat air condit system instal floor cover parquet bathroom kitchen line european tile equip plumb the room beauti furnish equip household applianc accessori there open balconi the build elev intercom nearbi sas supermarket bank school shop cafe entertain venu,For daily rent apartment th floor panel building intersection Mashtots Avenue Tumanyan Street The apartment completely renovated local heating air conditioning system installed floor covered parquet bathroom kitchen lined European tile equipped plumbing The room beautifully furnished equipped household appliance accessory There open balcony The building elevator intercom Nearby SAS supermarket bank school shop cafe entertainment venue,Tumanyan St  four room eighty square metres  floor ninth/tenth  Rent-1100$/month For daily rent apartment th floor panel building intersection Mashtots Avenue Tumanyan Street The apartment completely renovated local heating air conditioning system installed floor covered parquet bathroom kitchen lined European tile equipped plumbing The room beautifully furnished equipped household appliance accessory There open balcony The building elevator intercom Nearby SAS supermarket bank school shop cafe entertainment venue ,0.0,0.9980999827384949,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
860,Dzorap 40,four room,one hundred and eighty square metres, floor ninth/sixteenth   new construction ,Sale-410000$," For sale or rent is a -bedroom, -bathroom uninhabited apartment of  sqm on the th floor of a -story new building on Dzorap Street. The apartment has beautiful lighting, there are open balconies on two sides with a beautiful view of the Hrazdan gorge and the city. The apartment is completely renovated with design solutions, furnished in a modern style, connected to the central heating system, air conditioners are installed, the floor is covered with high-quality laminate and porcelain stoneware. The kitchen and bathrooms are lined with European tiles and equipped with high-quality plumbing. There are  parking spaces in the underground parking of the building. The building has a security system. Sold with furniture. ",40.181942,44.497239,4 room,"  9/16 , new construction ","Sale-410,000$",for sale rent uninhabit apart sqm th floor new build dzorap street the apart beauti light open balconi two side beauti view hrazdan gorg citi the apart complet renov design solut furnish modern style connect central heat system air condition instal floor cover lamin porcelain stonewar the kitchen bathroom line european tile equip plumb there park space underground park build the build secur system sold furnitur,For sale rent uninhabited apartment sqm th floor new building Dzorap Street The apartment beautiful lighting open balcony two side beautiful view Hrazdan gorge city The apartment completely renovated design solution furnished modern style connected central heating system air conditioner installed floor covered laminate porcelain stoneware The kitchen bathroom lined European tile equipped plumbing There parking space underground parking building The building security system Sold furniture,Dzorap 40 four room one hundred and eighty square metres  floor ninth/sixteenth   new construction  Sale-410000$ For sale rent uninhabited apartment sqm th floor new building Dzorap Street The apartment beautiful lighting open balcony two side beautiful view Hrazdan gorge city The apartment completely renovated design solution furnished modern style connected central heating system air conditioner installed floor covered laminate porcelain stoneware The kitchen bathroom lined European tile equipped plumbing There parking space underground parking building The building security system Sold furniture ,0.0,0.9983000159263611,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
861,Northern av  10,four room,one hundred and thirty square metres, floor eighth/eighth   new construction ,Rent-onrequest," For rent is a -bedroom, -bathroom bright apartment with an area of  sqm on the th floor of an -story new building on Northern Avenue, near Republic Square. The apartment is completely renovated, connected to central heating and cooling systems, the floor is covered with high-quality hardwood. Both bathrooms are tiled and equipped with plumbing fixtures. The apartment is comfortably furnished and equipped with household appliances and accessories. The building has an elevator and a security system. Nearby there are shops, banks, Opera, cafes and entertainment venues. ",40.181942,44.514118,4 room,"  8/8 , new construction ",Rent-onrequest,for rent bright apart area sqm th floor new build northern avenu near republ squar the apart complet renov connect central heat cool system floor cover hardwood both bathroom tile equip plumb fixtur the apart comfort furnish equip household applianc accessori the build elev secur system nearbi shop bank opera cafe entertain venu,For rent bright apartment area sqm th floor new building Northern Avenue near Republic Square The apartment completely renovated connected central heating cooling system floor covered hardwood Both bathroom tiled equipped plumbing fixture The apartment comfortably furnished equipped household appliance accessory The building elevator security system Nearby shop bank Opera cafe entertainment venue,Northern av  10 four room one hundred and thirty square metres  floor eighth/eighth   new construction  Rent-onrequest For rent bright apartment area sqm th floor new building Northern Avenue near Republic Square The apartment completely renovated connected central heating cooling system floor covered hardwood Both bathroom tiled equipped plumbing fixture The apartment comfortably furnished equipped household appliance accessory The building elevator security system Nearby shop bank Opera cafe entertainment venue ,0.0,0.9980000257492065,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
862,Pushkin,four room,one hundred and five square metres, floor third/fifth ,Rent-1300$/month," For rent is a -bedroom, -bathroom cozy, spacious apartment with an area of  sq. m. on the rd floor of a -story stone house at the intersection of Pushkin and Parpetsi streets. The apartment is renovated, local heating and air conditioning systems are installed. It is provided with furniture, appliances, dishes, bedding. In the immediate vicinity there are many shops, entertainment venues, cafes, boutiques, etc. ",40.18492069,44.50991095,4 room,  3/5 ,"Rent-1,300$/month",for rent cozi spacious apart area sq rd floor stone hous intersect pushkin parpetsi street the apart renov local heat air condit system instal it provid furnitur applianc dish bed in immedi vicin mani shop entertain venu cafe boutiqu etc,For rent cozy spacious apartment area sq rd floor stone house intersection Pushkin Parpetsi street The apartment renovated local heating air conditioning system installed It provided furniture appliance dish bedding In immediate vicinity many shop entertainment venue cafe boutique etc,Pushkin four room one hundred and five square metres  floor third/fifth  Rent-1300$/month For rent cozy spacious apartment area sq rd floor stone house intersection Pushkin Parpetsi street The apartment renovated local heating air conditioning system installed It provided furniture appliance dish bedding In immediate vicinity many shop entertainment venue cafe boutique etc ,0.0,0.9973000288009644,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
863,Mamikonyants,four room,one hundred and fifteen square metres, floor ninth/thirteenth ,Rent-800$/month," For long-term rent is a -bedroom, -bathroom apartment of  sqm on the th floor of a -story new monolithic building on Mamikonyants street. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with laminate, the kitchen and both bathrooms are tiled and equipped with plumbing fixtures. It has  open balconies with beautiful views. All rooms and kitchen are furnished, the apartment is equipped with household appliances and all necessary accessories. There is a school, a kindergarten, many shops and transport stops nearby. ",40.20996845,44.52355446,4 room,  9/13 ,Rent-800$/month,for rent apart sqm th floor new monolith build mamikony street the apart complet renov local heat air condit system instal floor cover lamin kitchen bathroom tile equip plumb fixtur it open balconi beauti view all room kitchen furnish apart equip household applianc necessari accessori there school kindergarten mani shop transport stop nearbi,For rent apartment sqm th floor new monolithic building Mamikonyants street The apartment completely renovated local heating air conditioning system installed floor covered laminate kitchen bathroom tiled equipped plumbing fixture It open balcony beautiful view All room kitchen furnished apartment equipped household appliance necessary accessory There school kindergarten many shop transport stop nearby,Mamikonyants four room one hundred and fifteen square metres  floor ninth/thirteenth  Rent-800$/month For rent apartment sqm th floor new monolithic building Mamikonyants street The apartment completely renovated local heating air conditioning system installed floor covered laminate kitchen bathroom tiled equipped plumbing fixture It open balcony beautiful view All room kitchen furnished apartment equipped household appliance necessary accessory There school kindergarten many shop transport stop nearby ,0.0,0.9455999732017517,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
864,Buzand,two room,eighty-five square metres, floor seventh/eighth   new construction ,Rent-1500$/month," For rent is a luxury, exclusive -bedroom, -bathroom apartment with an area of  sqm on Buzand street, just  meters from Republic Square, next to the renovated Vernissage Park, on the th floor of an -story new building of the elite ""Royal Classic House"" class ""A"". The apartment has a central heating and cooling system,  French balconies and  terrace. All property, equipment, bathroom accessories and tiles are high-quality and expensive brands imported from the best foreign manufacturers. The interior is filled with many elements characteristic of high-class art, brought from abroad. The building has a -point earthquake resistance and has a beautiful architectural and construction appearance. The designers paid great attention to the interior of the house, especially the entrance, the most important component of which is a replica of the -meter canvas ""Acts of the Apostles"" by the Baroque artist Lorenzo Sabatini. The building has video surveillance, security, janitors, maintenance staff. ",40.17715361,44.51571146,2 room,"  7/8 , new construction ","Rent-1,500$/month",for rent luxuri exclus apart area sqm buzand street meter republ squar next renov vernissag park th floor new build elit royal classic hous class a the apart central heat cool system french balconi terrac all properti equip bathroom accessori tile expens brand import best foreign manufactur the interior fill mani element characterist art brought abroad the build earthquak resist beauti architectur construct appear the design paid great attent interior hous especi entranc import compon replica canva act apostl baroqu artist lorenzo sabatini the build video surveil secur janitor mainten staff,For rent luxury exclusive apartment area sqm Buzand street meter Republic Square next renovated Vernissage Park th floor new building elite Royal Classic House class A The apartment central heating cooling system French balcony terrace All property equipment bathroom accessory tile expensive brand imported best foreign manufacturer The interior filled many element characteristic art brought abroad The building earthquake resistance beautiful architectural construction appearance The designer paid great attention interior house especially entrance important component replica canvas Acts Apostles Baroque artist Lorenzo Sabatini The building video surveillance security janitor maintenance staff,Buzand two room eighty-five square metres  floor seventh/eighth   new construction  Rent-1500$/month For rent luxury exclusive apartment area sqm Buzand street meter Republic Square next renovated Vernissage Park th floor new building elite Royal Classic House class A The apartment central heating cooling system French balcony terrace All property equipment bathroom accessory tile expensive brand imported best foreign manufacturer The interior filled many element characteristic art brought abroad The building earthquake resistance beautiful architectural construction appearance The designer paid great attention interior house especially entrance important component replica canvas Acts Apostles Baroque artist Lorenzo Sabatini The building video surveillance security janitor maintenance staff ,1.0,0.7239999771118164,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
865,Buzand,three room,ninety square metres, floor tenth/sixteenth   new construction ,Sale-310000$," Two - bedroom, one-bathroom apartment on Buzand street, next to the park is currently for sale or for rent. It covers an area of  sq.m. and occupies the th floor of a -story new building. The apartment is newly renovated with a very unique design and modern furniture. Centralized heating and air conditioning systems are installed. The bathroom is tiled and equipped with sanitary ware. All the necessary shops and entertainment places are nearby. The apartment is for sale together with furniture and home appliances. ",40.18072519,44.51029513,3 room,"  10/16 , new construction ","Sale-310,000$",two bedroom apart buzand street next park current sale rent it cover area occupi th floor new build the apart newli renov uniqu design modern furnitur central heat air condit system instal the bathroom tile equip sanitari ware all necessari shop entertain place nearbi the apart sale togeth furnitur home applianc,Two bedroom apartment Buzand street next park currently sale rent It cover area occupies th floor new building The apartment newly renovated unique design modern furniture Centralized heating air conditioning system installed The bathroom tiled equipped sanitary ware All necessary shop entertainment place nearby The apartment sale together furniture home appliance,Buzand three room ninety square metres  floor tenth/sixteenth   new construction  Sale-310000$ Two bedroom apartment Buzand street next park currently sale rent It cover area occupies th floor new building The apartment newly renovated unique design modern furniture Centralized heating air conditioning system installed The bathroom tiled equipped sanitary ware All necessary shop entertainment place nearby The apartment sale together furniture home appliance ,2.0,0.8755999803543091,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
866,Tumanyan St ,two room,sixty-two square metres, floor third/fifth ,Rent-800$/month," One - bedroom, one-bathroom apartment on Tumanyan - Teryan crossroads is currently for rent. It covers an area of  sq.m. and occupies the rd floor of a -story building. The apartment is newly renovated. Local heating system is installed alongside with  air conditioners. The apartment is furnished and equipped with home appliances. All necessary shops and entertainment places are located nearby. ",40.18372459,44.51606191,2 room,  3/5 ,Rent-800$/month,one bedroom apart tumanyan teryan crossroad current rent it cover area occupi rd floor build the apart newli renov local heat system instal alongsid air condition the apart furnish equip home applianc all necessari shop entertain place locat nearbi,One bedroom apartment Tumanyan Teryan crossroad currently rent It cover area occupies rd floor building The apartment newly renovated Local heating system installed alongside air conditioner The apartment furnished equipped home appliance All necessary shop entertainment place located nearby,Tumanyan St  two room sixty-two square metres  floor third/fifth  Rent-800$/month One bedroom apartment Tumanyan Teryan crossroad currently rent It cover area occupies rd floor building The apartment newly renovated Local heating system installed alongside air conditioner The apartment furnished equipped home appliance All necessary shop entertainment place located nearby ,2.0,0.996999979019165,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
867,A  Avetisyan,three room,one hundred and six square metres, floor fourth/tenth   new construction ,Rent-1300$/month," For rent is а -bedroom, -bathroom apartment with a beautiful color scheme, with an area of  sqm at the intersection of A. Avetisyan and V. Vagharshyan streets on the th floor of a -story new building.The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with laminate with heating. The bathrooms are lined with Italian tiles, equipped with high-quality plumbing. One of the bedrooms has a private bathroom. There is a laundry room. The apartment has an open balcony, which is also furnished. The building has  elevators and a security system. ",40.19822682,44.50122629,3 room,"  4/10 , new construction ","Rent-1,300$/month",for rent а apart beauti color scheme area sqm intersect avetisyan vagharshyan street th floor new apart complet renov local heat air condit system instal floor cover lamin heat the bathroom line italian tile equip plumb one bedroom privat bathroom there laundri room the apart open balconi also furnish the build elev secur system,For rent а apartment beautiful color scheme area sqm intersection Avetisyan Vagharshyan street th floor new apartment completely renovated local heating air conditioning system installed floor covered laminate heating The bathroom lined Italian tile equipped plumbing One bedroom private bathroom There laundry room The apartment open balcony also furnished The building elevator security system,A  Avetisyan three room one hundred and six square metres  floor fourth/tenth   new construction  Rent-1300$/month For rent а apartment beautiful color scheme area sqm intersection Avetisyan Vagharshyan street th floor new apartment completely renovated local heating air conditioning system installed floor covered laminate heating The bathroom lined Italian tile equipped plumbing One bedroom private bathroom There laundry room The apartment open balcony also furnished The building elevator security system ,0.0,0.9980000257492065,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
868,Ekmalyan,three room,one hundred and fifty square metres, floor eighth/fifteenth   new construction ,Rent-1600$/month," For long-term rent is а -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story new monolithic building on Yekmalyan Street. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with hardwood and tiles. The bathrooms are lined with European tiles and equipped with high-quality plumbing. The apartment is with design solutions, elegantly furnished, provided with high-quality appliances, dishes, bedding. The house has a security system installed. There is an underground parking. There are shops and entertainment venues nearby. The rental price may vary depending on the length of stay. ",40.18454165,44.50791242,3 room,"  8/15 , new construction ","Rent-1,600$/month",for rent а apart area sqm th floor new monolith build yekmalyan street the apart complet renov local heat air condit system instal floor cover hardwood tile the bathroom line european tile equip plumb the apart design solut eleg furnish provid applianc dish bed the hous secur system instal there underground park there shop entertain venu nearbi the rental price may vari depend length stay,For rent а apartment area sqm th floor new monolithic building Yekmalyan Street The apartment completely renovated local heating air conditioning system installed floor covered hardwood tile The bathroom lined European tile equipped plumbing The apartment design solution elegantly furnished provided appliance dish bedding The house security system installed There underground parking There shop entertainment venue nearby The rental price may vary depending length stay,Ekmalyan three room one hundred and fifty square metres  floor eighth/fifteenth   new construction  Rent-1600$/month For rent а apartment area sqm th floor new monolithic building Yekmalyan Street The apartment completely renovated local heating air conditioning system installed floor covered hardwood tile The bathroom lined European tile equipped plumbing The apartment design solution elegantly furnished provided appliance dish bedding The house security system installed There underground parking There shop entertainment venue nearby The rental price may vary depending length stay ,0.0,0.998199999332428,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
869,Arami 72,three room,one hundred and thirty-eight square metres, floor thirteenth/fourteenth   new construction ,Sale-505000$," For sale or rent is a spacious -bedroom, -bathroom apartment of  sqm on the th floor of a -story new monolithic building on Aram Street, near Malibu Park. The apartment is completely renovated, furnished with comfortable HQ furniture and equipped with necessary household appliances. Local heating and cooling systems are installed. One of the bedrooms has a dressing room and a bathroom. The bathrooms are lined with European tiles and equipped with plumbing fixtures. The apartment has an open balcony with entrances from the kitchen and living room overlooking the park. The house has  elevators and a security system. There is an outdoor parking in the courtyard. Nearby there are shops, banks, cafes, and entertainment venues. Sold with furniture and appliances. ",40.18358143,44.50843785,3 room,"  13/14 , new construction ","Sale-505,000$",for sale rent spacious apart sqm th floor new monolith build aram street near malibu park the apart complet renov furnish comfort hq furnitur equip necessari household applianc local heat cool system instal one bedroom dress room bathroom the bathroom line european tile equip plumb fixtur the apart open balconi entranc kitchen live room overlook park the hous elev secur system there outdoor park courtyard nearbi shop bank cafe entertain venu sold furnitur applianc,For sale rent spacious apartment sqm th floor new monolithic building Aram Street near Malibu Park The apartment completely renovated furnished comfortable HQ furniture equipped necessary household appliance Local heating cooling system installed One bedroom dressing room bathroom The bathroom lined European tile equipped plumbing fixture The apartment open balcony entrance kitchen living room overlooking park The house elevator security system There outdoor parking courtyard Nearby shop bank cafe entertainment venue Sold furniture appliance,Arami 72 three room one hundred and thirty-eight square metres  floor thirteenth/fourteenth   new construction  Sale-505000$ For sale rent spacious apartment sqm th floor new monolithic building Aram Street near Malibu Park The apartment completely renovated furnished comfortable HQ furniture equipped necessary household appliance Local heating cooling system installed One bedroom dressing room bathroom The bathroom lined European tile equipped plumbing fixture The apartment open balcony entrance kitchen living room overlooking park The house elevator security system There outdoor parking courtyard Nearby shop bank cafe entertainment venue Sold furniture appliance ,0.0,0.9983999729156494,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
870,Amiryan,five room,two hundred and sixty square metres, floor twelfth/sixteenth   new construction ,Rent-3000$/month," in situ concrete, renovated, uninhabited, sunny, exclusive design, open balcony, new wiring, new water tubes, metal door, euro windows, air conditioner, kitchen tiled, bathroom tiled, persistent water, electricity, natural gas, centralized heating, elevator in the building, bathrooms: , balconies: , bedrooms:  ",40.18112992,44.50715148,5 room,"  12/16 , new construction ","Rent-3,000$/month",situ concret renov uninhabit sunni exclus design open balconi new wire new water tube metal door euro window air condition kitchen tile bathroom tile persist water electr natur gas central heat elev build bathroom balconi bedroom,situ concrete renovated uninhabited sunny exclusive design open balcony new wiring new water tube metal door euro window air conditioner kitchen tiled bathroom tiled persistent water electricity natural gas centralized heating elevator building bathroom balcony bedroom,Amiryan five room two hundred and sixty square metres  floor twelfth/sixteenth   new construction  Rent-3000$/month situ concrete renovated uninhabited sunny exclusive design open balcony new wiring new water tube metal door euro window air conditioner kitchen tiled bathroom tiled persistent water electricity natural gas centralized heating elevator building bathroom balcony bedroom ,0.0,0.7409999966621399,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
871,Northern av ,three room,one hundred and ten square metres, floor second/eleventh   new construction ,Rent-700$/month," For rent is for a long time or daily, a -bedroom, -bathroom apartment with an area of  sqm on the -nd floor of an -story new building on the Northern Avenue, at the intersection with Abovyan Street. Heating and cooling are carried out with air conditioners. The apartment is equipped with all necessary appliances. There is a large open balcony facing Abovyan Street. The house has an elevator and a security system. The apartment is located in one of the best areas of the city, nearby there are many entertainment venues, shops, metro and Republic Square. ",40.180674,44.515026,3 room,"  2/11 , new construction ",Rent-700$/month,for rent long time daili apart area sqm floor new build northern avenu intersect abovyan street heat cool carri air condition the apart equip necessari applianc there larg open balconi face abovyan street the hous elev secur system the apart locat one best area citi nearbi mani entertain venu shop metro republ squar,For rent long time daily apartment area sqm floor new building Northern Avenue intersection Abovyan Street Heating cooling carried air conditioner The apartment equipped necessary appliance There large open balcony facing Abovyan Street The house elevator security system The apartment located one best area city nearby many entertainment venue shop metro Republic Square,Northern av  three room one hundred and ten square metres  floor second/eleventh   new construction  Rent-700$/month For rent long time daily apartment area sqm floor new building Northern Avenue intersection Abovyan Street Heating cooling carried air conditioner The apartment equipped necessary appliance There large open balcony facing Abovyan Street The house elevator security system The apartment located one best area city nearby many entertainment venue shop metro Republic Square ,0.0,0.5281999707221985,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
872,Khorenatsi,four room,one hundred and eighty square metres, floor second/fourth ,Rent-1500$/month," For long-term or daily rent is a comfortable -bedroom, -bathroom apartment with an area of  sqm on the nd floor of a -story building on Movses Khorenatsi Street. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with laminate and tiles. Both bathrooms are tiled and equipped with plumbing fixtures. There is an open balcony with a beautiful view. There is a dressing room. The apartment is furnished, equipped with household appliances and all accessories. Nearby there are shops, banks, cafes and entertainment venues. ",40.17807104,44.50688658,4 room,  2/4 ,"Rent-1,500$/month",for daili rent comfort apart area sqm nd floor build movs khorenatsi street the apart complet renov local heat air condit system instal floor cover lamin tile both bathroom tile equip plumb fixtur there open balconi beauti view there dress room the apart furnish equip household applianc accessori nearbi shop bank cafe entertain venu,For daily rent comfortable apartment area sqm nd floor building Movses Khorenatsi Street The apartment completely renovated local heating air conditioning system installed floor covered laminate tile Both bathroom tiled equipped plumbing fixture There open balcony beautiful view There dressing room The apartment furnished equipped household appliance accessory Nearby shop bank cafe entertainment venue,Khorenatsi four room one hundred and eighty square metres  floor second/fourth  Rent-1500$/month For daily rent comfortable apartment area sqm nd floor building Movses Khorenatsi Street The apartment completely renovated local heating air conditioning system installed floor covered laminate tile Both bathroom tiled equipped plumbing fixture There open balcony beautiful view There dressing room The apartment furnished equipped household appliance accessory Nearby shop bank cafe entertainment venue ,0.0,0.9979000091552734,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
873,Arami,four room,two hundred and forty square metres, floor thirteenth/thirteenth   new construction ,Rent-3200$/month," For rent is a -bedroom, -bathroom luxuriously renovated apartment with a modern design with an area of  sqm ( sqft) on the th floor of a -story new building on Arami Street. The apartment has spacious, beautifully furnished bedrooms, a spacious living room, kitchen, hall, all furnished with modern modern furniture. Heating and cooling is carried out with air conditioners. Bathrooms are tiled, equipped with plumbing. There is a large open balcony covering the entire apartment. The house has a security system and an elevator. Nearby are entertainment venues, shops, a newly built park. ",40.18384325,44.50819778,4 room,"  13/13 , new construction ","Rent-3,200$/month",for rent luxuri renov apart modern design area sqm sqft th floor new build arami street the apart spacious beauti furnish bedroom spacious live room kitchen hall furnish modern modern furnitur heat cool carri air condition bathroom tile equip plumb there larg open balconi cover entir apart the hous secur system elev nearbi entertain venu shop newli built park,For rent luxuriously renovated apartment modern design area sqm sqft th floor new building Arami Street The apartment spacious beautifully furnished bedroom spacious living room kitchen hall furnished modern modern furniture Heating cooling carried air conditioner Bathrooms tiled equipped plumbing There large open balcony covering entire apartment The house security system elevator Nearby entertainment venue shop newly built park,Arami four room two hundred and forty square metres  floor thirteenth/thirteenth   new construction  Rent-3200$/month For rent luxuriously renovated apartment modern design area sqm sqft th floor new building Arami Street The apartment spacious beautifully furnished bedroom spacious living room kitchen hall furnished modern modern furniture Heating cooling carried air conditioner Bathrooms tiled equipped plumbing There large open balcony covering entire apartment The house security system elevator Nearby entertainment venue shop newly built park ,0.0,0.7944999933242798,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
874,Davtashen 4 th distr ,three room,ninety-seven square metres, floor sixth/ninth ,Sale-100000$," A -bedroom, -bathroom apartment is for sale in Davtashen th district, near school N , on the th floor of -story building. The apartment is fully renovated. The total area is . square meters. The floor is covered with oak parquet. Air conditioner and local heating system are installed. For sale with kitchen furniture and built-in cabinets. All the shops, a school and a kindergarten are located nearby. ",40.22380207,44.49909758,3 room,  6/9 ,"Sale-100,000$",a apart sale davtashen th district near school n th floor build the apart fulli renov the total area squar meter the floor cover oak parquet air condition local heat system instal for sale kitchen furnitur cabinet all shop school kindergarten locat nearbi,A apartment sale Davtashen th district near school N th floor building The apartment fully renovated The total area square meter The floor covered oak parquet Air conditioner local heating system installed For sale kitchen furniture cabinet All shop school kindergarten located nearby,Davtashen 4 th distr  three room ninety-seven square metres  floor sixth/ninth  Sale-100000$ A apartment sale Davtashen th district near school N th floor building The apartment fully renovated The total area square meter The floor covered oak parquet Air conditioner local heating system installed For sale kitchen furniture cabinet All shop school kindergarten located nearby ,0.0,0.7885000109672546,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
